Member ID,Name,Vote,Party,Constituency,County,Profile URL
membership:b8e751a1e0ae3cf6496b43687f8bf41b912419ebe51a9f76f01366cef9965502,Basil Robert Ngui,Yes,WDM-K,Yatta,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/basil-robert-ngui/
membership:17918fd2d9cd2ec2c491eb4192612500abab78fedf3c68e0f9775fbd89db9183,Biego Paul Kibichiy,Yes,UDA,Chesumei,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/biego-paul-kibichiy/
membership:ef564cf182a94d7bffba25510b3968559b5bf1fe2120992073aaf94f0346e7c0,Buyu Rozaah Akinyi,Yes,ODM,Kisumu West,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/buyu-rozaah-akinyi/
membership:ec86763613369d3e121dbf98c5bddbe5f1e971e85216ebd11510e8bd5598436c,John Bwire,Yes,WDM-K,Taveta,Taita Taveta,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/bwire-john-okano/
membership:4cf8b96d519956f84b8e45e9afbf99274cdec36c13767bb3c57090b6f12da6a0,Caleb Amisi,Yes,ODM,Saboti,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/caleb-amisi-luyai/
membership:3a4038557c3af83fb33d192929ea92cf4d0fc8fe14c849380a30ba062ff2bb4a,Cecilia Asinyen Ngitit,Yes,UDA,—,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/cecilia-asinyen-ngitit/
membership:5d74a14b859c163301f0ad3d0e5979c1608df578f2fc3e56a9a0b9ad09cb63a5,Onchoke Charles Mamwacha,Yes,UPA,Bonchari,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/charles-mamwacha-onchoke/
membership:42091fd0c66b0c1027eefa982b6a89104c7dd4b437e5bc6f99d8741e83cbb124,Ngusya Charles Nguna,Yes,WDM-K,Mwingi West,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/charles-ngusya-nguna/
,Charles Ong'ondo Were,Yes,—,—,—,
membership:931c9c149806e82044c0d9398cbec60a9275d1043b370481370eb193d34a6bdd,Tungule Charo Kenneth Kazungu,Yes,PAA,Ganze,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/charo-kenneth-kazungu/
membership:aa590198ddb651f3a43995845d981faaf96f1643cd4351722d5aff974b11158d,Chelule Liza Chepkorir,Yes,UDA,—,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chelule-liza-chepkorir/
membership:00a1c18890dd04505ba841a51e731796f012ce21deebbb734735c165864e4eed,Chiforomodo Mangale,Yes,UDM,Lunga Lunga,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chiforomodo-mangale-munga/
membership:bc50b967266e7c580e00c63d1bbb12fb151fc0d12bd27cf4799c741ca5bc3021,Ombaka Oduor Christine,Yes,ODM,—,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/christine-oduor-ombaka/
membership:bdba165e91e935c1ec0113fa1cef60808eea011bec2cdb341a6815d3845b69c3,Daniel Ogwoka Manduku,Yes,ODM,Nyaribari Masaba,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/daniel-manduku-ogwoka/
membership:6f8f07a1009b3c19bef051e427ae58f0727abee713df27d6342992a19ab8e007,Danson Mwashako,Yes,WDM-K,Wundanyi,Taita Taveta,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/danson-mwashako-mwakuwona/
membership:95580d0d65ee2cef54da29a287a4fda1dae15636736f5457fffdfab8903f9721,David Mwalika,Yes,WDM-K,Kitui Rural,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-mwalika-mboni/
membership:2c82e979c75a2f4d1d370be43cdccbdebf52fe638fede563bce02166075111fe,Ochieng David Ouma,Yes,MDG,Ugenya,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-ouma-ochieng/
membership:99adab6cbdc785e2c23562177d515d697288a2746f47de52de2491aeb8883c77,Dick Maungu Oyugi,Yes,DAP-K,Luanda,Vihiga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/dick-maungu/
membership:237e2a55b99375a23a0dc592e16a3c3ea3603b2f87233953da14e156bab39b5e,Kaunya Edward Oku,Yes,ODM,Teso North,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/edward-oku-kaunya/
membership:3a39e4849087eb64a89a79edf3c341f359bcb9ef24e8647200b333fdb0ce3659,Elachi Beatrice Kadeveresia,Yes,ODM,Dagoretti North,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/elachi-beatrice/
membership:722b05c8bec33fc4ea3c1e077a1b7cbd4a6a0fd07d1d0adb5b0ed605cfa53f1a,Emmanuel Wangwe,Yes,ODM,Navakholo,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/emmanuel-wangwe/
membership:bce0324cf8abc3b58d5ef8fd5d77187ed43c88e7f3b1715b73259f16c3098743,Nzioka Erastus Kivasu,Yes,WDM-K,Mbooni,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/erastus-kivasu-nzioka/
membership:deb15208aa0b8533c45a64f7e4de9a99dcd1e58faef5d6924e1052a151803ae2,Salim Feisal Abdallah Bader,Yes,UDA,Msambweni,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdallah-kadi/
membership:a6eeeb4dbb3eb274aee7b57ba2ca46bc95142938c02ca7aa6ae98d2053cc5249,Wanyonyi Kevin Ferdinand,Yes,FORD-KENYA,Kwanza,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ferdinard-kevin-wanyonyi/
membership:78e86fddaeb5358e7be5025efe7858f7029685605cd9d2e0e995fe0e8796665d,Francis Kipyegon Arap Sigei,Yes,UDA,Sotik,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/francis-kipyegon-sigei/
membership:273cf440bbbef2cbec5e3974cf6b09e3882df04285f22ddc89266866f7c78462,Mulanya Ekesa Geoffrey,Yes,IND,Nambale,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/geoffrey-ekesa-mulanya/
membership:dd03bbe8fe9bc4a7fc5d74017d0c96bfccc5fa2cb962779cbc45acd49d4c7cc7,Geoffrey Makokha Odanga,Yes,ODM,Matayos,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/geoffrey-makokha-odanga/
membership:da5fe4faa98f4b2519de023de016ffaccbb43b05c0dfb7418d48a38b4e06c68c,Geoffrey Wandeto,Yes,UDA,Tetu,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/geoffrey-wandeto-mwangi/
membership:6567ea38bfea57b3f861490c49cbf42ac6eb2487c0fe830f2f57e5bfa743d1ae,Omwera George Aldwa,Yes,ODM,Makadara,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-aladwa-omwera/
membership:460bc5d598f8891e017897dd4d0c9c04cd2fa9d7b8282fd1ccf2249789ed54c8,Mwanyanje Gertrude Mbeyu,Yes,ODM,—,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gertrude-mbeyu-mwanyanje/
membership:b5835866ba01718452bac5c4de7a1e72ea02d24883cada3465a1895f357355ec,Gichuki Edwin Mugo,Yes,UDA,Mathioya,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/edwin-mugo/
membership:39c7cfbfeac3066ec8efd78b201c21c54896b63940c3fe8f3011309bb962b63b,Gideon Mutemi Mulyungi,Yes,WDM-K,Mwingi Central,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gideon-mutemi-mulyungi/
membership:82ede2a70a2eb901f04e55aac19c2a7e5cbaeb789bbabc8db9abc5bf19329a6c,Gisairo Clive Ombane,Yes,ODM,Kitutu Masaba,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gisairo-clive-ombane/
membership:3e57982c7ed78171b277d53b86d6b00d1ba3ff49aaf6ded171f90af738b98246,Kakuta Maimai,Yes,ODM,Kajiado East,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hamisi-kakuta/
membership:82a2cdd68e585034c0ef11b5c099ae178f8fa456101b043344d8f35ad29c53f9,Kosgei Hilary Kiplang’at,Yes,UDA,Kipkelion West,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hilary-kiplangat-kosgei/
membership:4a009f3e0b13095c70598f0f9e0b97678cf7edd7d14abd5fb43c0b3b5546356e,Saney Ibrahim Adbi,Yes,UDA,Wajir North,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ibrahim-abdi-saney/
membership:cfbe596ff92e3bc30f8528a801ca5d9a87ec8449981aa9092183821abe912a83,Innocent Momanyi Obiri,Yes,WDM-K,Bobasi,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/innocent-momanyi-obiri/
membership:bef2ba8d47842c38f8d839486df49b6f85ff53ee42fde7e6891a25e13c88240a,Nyikal Wambura James,Yes,ODM,Seme,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nyikal-james-wambura/
membership:a8be5ce975ece6a23cc650a77f5946292b8ec8873f023fbb33983e2a980c1f7c,James Onyango Oyoo,Yes,ODM,Muhoroni,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/james-onyango-oyoo/
,James Opiyo Wandayi,Yes,—,—,—,
membership:593bb6a2599475433d00c1037322c34d2654a3162d738b41f63c94f638a29bfa,Jerusha Momanyi,Yes,JP,—,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jerusha-mongina-momanyi/
membership:178a83473efecb33219da4b58b388da50fe84ad78434c2f579e31e60358f1281,Makali John Okwisia,Yes,FORD-KENYA,Kanduyi,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-makali-okwisia/
,John Mbadi Ng'ong'o,Yes,—,—,—,
membership:96ca4220d44ca030faa5d98d70fcae2b70b921d4725d622aacd19b1d2a2c5bd4,Owino John Walter,Yes,ODM,Awendo,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-walter-owino/
membership:543476829fd03e7e96e9cf92e382642019a3cb28ca29384ba2a4cd303fd9cd0d,Joseph H. Maero Oyula,Yes,ODM,Butula,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/oyula-joseph/
membership:b888746b39c09fcb0c700065dd723dd0c0c0fc0f0074e36193b25f44ca8233dd,Cherorot Joseph Kimutai,Yes,UDA,Kipkelion East,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-kimutai-cherorot/
membership:82ded151d0e14dd5ee156365a1bb1d5e217bf0493bdf33f06e051e2e827ca2f4,Joseph Makilap,Yes,UDA,Baringo North,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-makilap-13th-parliament-assembly/
membership:714b2078775807fa848ea818a4d2c09139c0bf535a2d7ad9d0d043f2cca547be,Joshua Chepyegon Kandie,Yes,UDA,Baringo Central,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kandie-joshua/
membership:d47a48ddbe2cff7708bb06e386f5372beefc8e373533fa0ab29ed1a6026ac805,Joshua Mbithi Mwalyo,Yes,IND,Masinga,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-mbithi-mwalyo/
membership:c6ba7bcc3f52bbb6622a5c7760d5a75e335872b2c489e1afa6d044105dbba583,Oron Joshua Odongo,Yes,ODM,Kisumu Central,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-oron-odongo/
membership:e448bbd2809cf86ffb1755f1c9c2eef4b5d729a88caeaf3dd3579fab74ef292e,Kajwang Francis Tom Joseph,Yes,ODM,Ruaraka,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kajwang-francis-tom-joseph/
membership:87c4cd6663b79fee688faf93dc6fa171a62a0953947c6f5fe9f8546e5e73e7d6,Karauri Ronald Kamwiko,Yes,IND,Kasarani,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/karauri-ronald-kamwiko/
membership:8d58b7b862fec4ce1290c28ab51840353d94a5d371d44c633bfc9e6ea1e1f866,Rael Kasiwai,Yes,KUP,—,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kasiwai-rael-kasiwai/
membership:e0de606a746b938838dc820cfbf03ff4af6609923709c696155dbd4090f5e1dd,Kemei Beatrice Chepngeno,Yes,UDA,—,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kemei-beatrice-chepngeno/
membership:67cfc72ca9fb7412ef4617a96e0f9560571b7eb9b96e7e5d8d649edf1625fba5,Kilel Richard Cheruiyot,Yes,UDA,Bomet Central,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kilel-richard-cheruiyot/
membership:391336d9f843db914c2e43fe3aa96517c5999eab81f46999cb23b9de6744072c,Richard Kipkemoi Yegon,Yes,UDA,Bomet East,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/yegon-richard/
membership:d56246e2925420d7eddb35e054919b22bced458e3f0579994cfbd24a2460b7ae,Kirwa Abraham Kipsang,Yes,UDA,Mosop,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kirwa-abraham/
membership:caa01cb25ce2a483d1df3d0272c84dec1b0d6fa48574635657b898fc86996310,Komingoi Kibet Kirui,Yes,UDA,Bureti,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/komingoi-kibet-kirui/
membership:cc2679f154ef070560dd897a25b79d43bada6b2aabd06a791be5bdbe08c8cd61,Korir Adams Kipsanai,Yes,UDA,Keiyo North,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adams-kipsanai/
membership:797ee767b961fd039064e13fb37ef70599d75ef76fec76c4f3145b94233da3ba,Sankaire Leah Sopiato,Yes,UDA,—,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/leah-sankaire-sopiato/
membership:5bd136fe159ea617c963b91a562e1204ffe8c55380f2c908c55c59d40a85fe9e,Lelmengit Josses Kiptoo Kosgey,Yes,UDA,Emgwen,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lelmengit-josses-kiptoo-kosgey/
membership:2bc2919245fd98bed6d0290b8d175bb3011eb49a03dec697f090055ff11d7dd3,Lemanken Aramat,Yes,UDA,Narok East,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lemanken-aramat/
membership:93efe0a74dfe5f328c05557066bcd202feded15594b96dbd6209293cb51ee84c,Lenguris Pauline,Yes,UDA,—,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lenguris-pauline/
membership:1f14490f77e76319d08b00e3294f49a60d30a752b114d89d582fd3366bd0b150,Lilian Achieng Gogo,Yes,ODM,Rangwe,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lilian-achieng-gogo/
membership:f93ae30d0ecc26487ff199504b58014fe703263e8ed9f84e1dc601f4e629ce44,Siyoi Lillian Chebet,Yes,UDA,—,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lillian-chebet-siyoi/
membership:40725ddd3eeb23de1d8fe1e9e2578113dd4f5b7c4dca2d2536e78eb651498182,Mizighi Lydia Haika,Yes,UDA,—,Taita Taveta,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lydia-haika-mnene-mizighi/
membership:6b929731cfe543b9710e683c74ad0965b31e11c92b6645f0247cd311de69e0ce,Maina Betty Njeri,Yes,UDA,—,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/maina-betty-njeri/
membership:1670dfe01f57c064857e8e45c6acd624dadc05fc6ed57245f30c3825a0606ecd,Mulu Makali,Yes,WDM-K,Kitui Central,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/makali-benson-mulu/
membership:7470e90507e26bca87112b0117d63b491c67ed7e0ee5e8b69df4dde92242b5be,Kitany Marianne,Yes,UDA,Aldai,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marianne-kitany/
membership:5e78da656a72cbfba5bebeeb829c4c971ef3c9787b85d3626fa773320a394456,Mwenje Mark Samuel,Yes,JP,Embakasi West,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwenje-mark-samuel-muriithi/
membership:5c5f8bf53520f93dec1c3df2f2e9edce5b5a8956c8e846e33b9788af40715c23,Martha Wangari,Yes,UDA,Gilgil,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/martha-wangari/
membership:3eb044a2f6f8e8644a047ed3f1faae0ae86db127ca39dd5461f1ea7fc6be794d,Martin Peters Owino,Yes,ODM,Ndhiwa,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/martin-peters-owino/
membership:e1068bc9c08a5664d602b60af952dfbbede05962b167231d0407fa7c0474ab26,Mary Emaase,Yes,UDA,Teso South,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-emaase-otuch/
membership:c4d6e37ba7bd30ffe25c938617ca6d3dc12852ec9b2c0150ec600dfcb658eb9d,Maingi Mary,Yes,UDA,Mwea,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-maingi/
membership:3b0bb9a772d994f799e9b9eba321e9dec3dbb69015ae96183cda538a387b5a62,Njoroge Mary Wamaua Waithira,Yes,UDA,Maragwa,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-wamaua-waithira-njoroge/
membership:35b4b572e330254b3d7c51de8c953cb7afe06603ced47fa075e217f254d9d648,Mayaka Irene Nyakerario,Yes,ODM,—,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mayaka-irene-nyakerario/
membership:e00082fe12855c39449575865154bcf89881ee3c6b40120581b00a702a9442a3,Millie Grace Akoth Odhiambo,Yes,ODM,Suba North,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/millie-grace-akoth-odhiambo-mabona/
membership:d953016bb98d57fa18f055f0e7933eb14c0636ac6b07b882c515a2bc41858f3e,Mnyazi Amina Laura,Yes,ODM,Malindi,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mnyazi-amina-laura/
membership:f65ff7a2f0d10ae274043c2c5db554cae75c9be0b514667c951f09e6fa77dafd,Mohamed Aden Daudi,Yes,JP,Wajir East,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-aden-abdi/
membership:3bbd67ac74e5329263c5ea0c9b123f30b908f5ffedfe5daa64aa1d9ef483746c,Umulkher Harun,Yes,ODM,—,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-umulkher-harun/
membership:f8a852e55b8c5ac3a2d71c05bac76e720f3a17a4f86acc958fd1517f2909c446,Mohamed Zamzam Chimba,Yes,ODM,—,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-zamzam-chimba/
membership:f53cd26896eef4cbd00f272253d1cde9b1bf474b2d446fa5e33d39a0f2be30ae,Mugabe Innocent Maino,Yes,ODM,Likuyani,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mugabe-innocent-miano/
membership:33e22221bd56f3713cb45b4e1281d2c88ff2f78c3d8c2288f191275801e6b991,Muge Cynthia Jepkosgei,Yes,UDA,—,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muge-cynthia-jepkosgei/
membership:7c9a67dcd1ef6319d40b6e0161eb0f7dbb3fea25a4c431975f41fe3f1471b4d7,Mumo Rose Museo,Yes,WDM-K,—,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mumo-rose-museo/
membership:33ce0f7e900055957a0fa0332fdc3b60797aa584c75e420eb9c333cda3b8e996,Munyoro Joseph Kamau,Yes,UDA,Kigumo,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/munyoro-joseph-kamau/
membership:517e206215821922843965a2baf8e9b095617af9d4d0f918b088765f69bd2fb3,Muriu Wakili Edward,Yes,UDA,Gatanga,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muriu-wakili-edward/
membership:729653eb2483c419072bb3e2f36e36e7a9d39d73fc82d98c99128b7ff3dbc987,Musa Cherutich Sirma,Yes,UDA,Eldama Ravine,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/musa-sirma-cherutich/
membership:722af4fab988ca35ec3eb406ad5153328e369f9bae8ad05b90767a71bb2cb9d5,Mutai Kipronoh Alfred,Yes,UDA,Kuresoi North,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mutai-kipronoh-alfred/
membership:ee569d383103bb3313ccdd32884aebe5535268d7f0147dd22c3d5959f6405182,Amos Maina,Yes,JP,Starehe,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwago-amos/
membership:14fdf10cf34df9c354d1a974da1859d220e0f7c09b30f9216b19964b49ea15c3,Nabulindo Peter Oscar,Yes,ODM,Matungu,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nabulindo-peter-oscar/
membership:0e97ef65111c8e8a007c7a9dfc72b1bb9a4447232b0d75fc869f65f1d96dc713,Joseph Emathe,Yes,UDA,Turkana Central,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/namuar-joseph-emathe/
membership:36456ca33fabc94babff1690cd399da9f892bfeff16197121f9ccb1633b29001,Muriuki Nebart Bernard,Yes,IND,Mbeere South,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nebart-bernard-muriuki/
membership:5d324a9045609031bcb4ac8674b5421dee9ea486d3186b42031a23a58e292078,Wamboka Wanami Jack Nelson,Yes,DAP-K,Bumula,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nelson-jack-wanami-wamboka/
membership:b3209db9b1dbd475317c7db99cdaf6ba90b5a8e53b05630c44d4f9f67a645bdd,Nganga Alice Wambui,Yes,UDA,Thika Town,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nganga-alice-wambui/
membership:b79379680d48675aaaff0781947d0749a46669ef71bd64347c84d24dc7f1a818,Ng’elechei Caroline Jeptoo,Yes,IND,—,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ngelechei-caroline-jeptoo/
membership:bcc5f05c1d55f291f14195841ab4100827fc21b7a64407311c714e1b11c30ab4,Nicholas Ngikor,Yes,JP,Turkana East,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nicholas-ngikor-nixon/
membership:c1e40265cfb76e6149475ba295a2ea85b356b63d485eedf8690a6a71ba6094e6,Mwale Nicholas Scott Tindi,Yes,ODM,Butere,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nicholas-scott-tindi-mwale/
membership:d944f8d6333f9554faf2352b19d1847771db8d008856ef87548f4da76699efdb,Ntutu Kitilai,Yes,IND,Narok South,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ntutu-kitilai/
membership:5679c3db5d2bc538cf1c920170a9fe736957f388e2a1158916f276ed31ab3f92,Omanyo Catherine Nakhabi,Yes,ODM,—,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/omanyo-catherine-nakhabi/
membership:24dceee70ecaefcfbad6d1a4b6f43cb935b4b89c186b13fc3ed43f6a01d7fc9d,Omar Mwinyi,Yes,ODM,Changamwe,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/omar-mwinyi-shimbwa/
membership:3053aa33557a00d24d791ca619390ce853180bf9193831dd899a5581cd95ac10,Orero Peter Ochieng,Yes,ODM,Kibra,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/orero-peter-ochieng/
membership:1519fab49a07cf774e304e78e5d2dbfc66e9da5dc0916d4bdecca9dc97ff6296,Atieno Bensuda,Yes,ODM,—,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/osogo-joyce-atieno-bensuda/
membership:0928a86f5ebdeb64aafbabd4756b133d34190aacd0d51f9f5d5c9827d230b44d,Osero Patrick,Yes,ODM,Borabu,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/patrick-osero/
membership:debb5423e6c07d9a92a840a5027a4eda730786a3df067b91cd81b0f0409cfa2c,Barasa Patrick Simiyu,Yes,DAP-K,Cherangany,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/patrick-simiyu/
membership:134dc9c1ff56e8d26f5a9fc5f83fce85480c5354cfc2e0f771d01486a4a24f49,Katana Paul Kahindi,Yes,ODM,Kaloleni,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-kahindi-katana/
membership:73afccb58254d4124e560cc3fcd46d0e6ab25e21eda8bf439657991e8cd337b1,Paul Kibet Chebor,Yes,UDA,Rongai,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-kibet-chebor/
membership:84165ceff7aa6234445bb34424c7df809cbcb2f9f696ae0bf9579706ed3f65e9,Paul Musyimi Nzengu,Yes,WDM-K,Mwingi North,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-musyimi-nzengu/
