Member ID,Name,Vote,Party,Constituency,County,Profile URL
membership:d35d7fee3979c7a893068ca5903b1cbf8bf950a1145fc0d796a07ac0aaaf6190,Gideon Kimaiyo,Yes,UDA,Keiyo South,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gideon-kimaiyo/
membership:0276ae9d52b3b219b565eec717ab3ed66cd586f18a3ff25c76dbd117465905ec,Kombe Harrison Garama,Yes,ODM,Magarini,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/harrison-garama-kombe/
membership:82a2cdd68e585034c0ef11b5c099ae178f8fa456101b043344d8f35ad29c53f9,Kosgei Hilary Kiplang’at,Yes,UDA,Kipkelion West,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hilary-kiplangat-kosgei/
membership:cfbe596ff92e3bc30f8528a801ca5d9a87ec8449981aa9092183821abe912a83,Innocent Momanyi Obiri,Yes,WDM-K,Bobasi,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/innocent-momanyi-obiri/
membership:adbb385fc3f2ca40951f3dd07c1a611d79c02d07380a08c85741e858ecd8be45,Joseph Wainaina Iraya,Yes,IND,—,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/iraya-joseph-wainaina/
membership:4fe181baebb35bf1c6880924cae8d1688529c4c3de56972c1eaa1892832f9332,Gakuya James Mwangi,Yes,UDA,Embakasi North,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/james-mwangi-gakuya/
membership:b7738d3f71383cf3eff05a342c44a709faf3e6ab63a5fa347145092fc6f771e0,Njeri Maina,Yes,UDA,—,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jane-njeri-maina/
membership:6275ec43bbb318cb5b475afe9952e2a19098cd6be0e68dfe41f8b32d5509f59b,Joash Nyamache Nyamoko,Yes,UDA,North Mugirango,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joash-nyamache-nyamoko/
,Johana Ngeno Kipyegon,Yes,—,—,—,
membership:151a9d1d4ccae4f684fb8b7966665894ebafe8b2ad370969efc312c01b9474b1,John Kiragu,Yes,UDA,Limuru,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-kiragu-chege/
membership:063d4866bff559b8028f11aa0b7928c24a7f5a79910af2b87c2858ea1574d5b3,Waithaka John Machua,Yes,UDA,Kiambu,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-machua-waithaka/
membership:178a83473efecb33219da4b58b388da50fe84ad78434c2f579e31e60358f1281,Makali John Okwisia,Yes,FORD-KENYA,Kanduyi,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-makali-okwisia/
membership:82ded151d0e14dd5ee156365a1bb1d5e217bf0493bdf33f06e051e2e827ca2f4,Joseph Makilap,Yes,UDA,Baringo North,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-makilap-13th-parliament-assembly/
membership:34c52e7a20941574514eb57cd3288df7660e303f88b9a1e68e504739a8b80bf0,Kahangara Joseph Mburu,Yes,UDA,Lari,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-mburu-kahangara/
membership:d47a48ddbe2cff7708bb06e386f5372beefc8e373533fa0ab29ed1a6026ac805,Joshua Mbithi Mwalyo,Yes,IND,Masinga,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-mbithi-mwalyo/
membership:2d9112b3377d89707c450ae0f1079a9d22d16198f2d8219aa2a9a0a77bba97d6,Muchangi Karemba,Yes,UDA,Runyenjes,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/karemba-eric-muchangi/
membership:3c867dda0d2ba7393d0ab5f2526a54c325a261733d095e9f0fa8c30f4928ff3f,Jayne N.W Kihara,Yes,UDA,Naivasha,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kihara-jayne-njeri-wanjiru/
membership:3e56e6d7d847989878ff97a372d6f0285d204bd4c23ba854ee66235f0fb46a26,Hon.karitho Kiili Daniel,Yes,JP,Igembe Central,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kiili-daniel-karitho/
membership:67cfc72ca9fb7412ef4617a96e0f9560571b7eb9b96e7e5d8d649edf1625fba5,Kilel Richard Cheruiyot,Yes,UDA,Bomet Central,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kilel-richard-cheruiyot/
membership:d56246e2925420d7eddb35e054919b22bced458e3f0579994cfbd24a2460b7ae,Kirwa Abraham Kipsang,Yes,UDA,Mosop,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kirwa-abraham/
membership:05b4daefbefb16b4b3d26c1066468e84136b4c06fca727bab7ddc5c90a232cf0,Mwangi Festus Kiunjuri,Yes,TSP,Laikipia East,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kiunjuri-festus-mwangi-maina/
membership:caa01cb25ce2a483d1df3d0272c84dec1b0d6fa48574635657b898fc86996310,Komingoi Kibet Kirui,Yes,UDA,Bureti,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/komingoi-kibet-kirui/
membership:cc2679f154ef070560dd897a25b79d43bada6b2aabd06a791be5bdbe08c8cd61,Korir Adams Kipsanai,Yes,UDA,Keiyo North,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adams-kipsanai/
membership:3dd6b1bb7838a2b3da2e9331c2d798ea518b2e6b0e1ffa0d593d29bde9dae034,Lawrence Mpuru Aburi,Yes,NOPEU,Tigania East,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lawrence-mpuru-aburi/
membership:5bd136fe159ea617c963b91a562e1204ffe8c55380f2c908c55c59d40a85fe9e,Lelmengit Josses Kiptoo Kosgey,Yes,UDA,Emgwen,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lelmengit-josses-kiptoo-kosgey/
membership:9df52533a4c1046f3de891917cc25ea86a2f64b9a9661e471c70a3633152797f,Jackson Lekumontare,Yes,KANU,Samburu East,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jackson-lekumontare/
membership:7470e90507e26bca87112b0117d63b491c67ed7e0ee5e8b69df4dde92242b5be,Kitany Marianne,Yes,UDA,Aldai,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marianne-kitany/
membership:fdb633eca5bb5bd368ac2c8344b9e2f4641e7412fd04df6794982638ede6e7dc,Mbiuki Japhet Miriti Kareke,Yes,UDA,Maara,Tharaka Nithi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mbiuki-japhet-miriti-kareke/
membership:b1519b10a8dbe4d6abd374fd7129100f338931f5444e692d6353370efefbbd39,Mejjadonk Benjamin Gathiru,Yes,UDA,Embakasi Central,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mejjadonk-benjamin-gathiru/
membership:005c5a6716d5e4fdb65432c47987a734e52ba5059af2112082db353689122529,Michael Mwangi Muchira,Yes,UDA,Ol Jorok,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-mwangi-muchira/
membership:83aa9b2dd8cdbf334c1bee580ef93d4247803dd1999cdf4a5d4330b116379ee8,Michael Wambugu Wainaina,Yes,UDA,Othaya,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-wambugu-wainaina/
membership:a2e5a60010ecc989fcfc7f17b96e691743f36184509612585a6564fbc8cb121c,Mohamed Ali,Yes,UDA,Nyali,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-ali-mohamed/
membership:517e206215821922843965a2baf8e9b095617af9d4d0f918b088765f69bd2fb3,Muriu Wakili Edward,Yes,UDA,Gatanga,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muriu-wakili-edward/
membership:729653eb2483c419072bb3e2f36e36e7a9d39d73fc82d98c99128b7ff3dbc987,Musa Cherutich Sirma,Yes,UDA,Eldama Ravine,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/musa-sirma-cherutich/
membership:b810cb0939dd746a8414d46c105dc334cee42c9f1676318bdf92e9f3189180c8,Mwafrika Augustine Kamande,Yes,UDA,Roysambu,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwafrika-augustine-kamande/
membership:0e97ef65111c8e8a007c7a9dfc72b1bb9a4447232b0d75fc869f65f1d96dc713,Joseph Emathe,Yes,UDA,Turkana Central,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/namuar-joseph-emathe/
membership:42282950db69780b0f11c5162cef026888f0f71e52f733c4a2c27d79dcabc036,Waqo Naomi Jillo,Yes,UDA,—,Marsabit,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/naomi-jilo-waqo/
membership:36456ca33fabc94babff1690cd399da9f892bfeff16197121f9ccb1633b29001,Muriuki Nebart Bernard,Yes,IND,Mbeere South,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nebart-bernard-muriuki/
membership:4ddf1c10b7564181faf48de0c528802ad74e62da31d21d01253032b1517754c5,Nelson Koech,Yes,UDA,Belgut,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nelson-koech/
membership:d944f8d6333f9554faf2352b19d1847771db8d008856ef87548f4da76699efdb,Ntutu Kitilai,Yes,IND,Narok South,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ntutu-kitilai/
membership:1098ea4d49c72f99e1137e5e937ea3e5bbb0410c77df0b2a8fc4eaad0a6f137e,Onesmus Ngogoyo,Yes,UDA,Kajiado North,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/onesmus-ngogoyo-nguro/
membership:73afccb58254d4124e560cc3fcd46d0e6ab25e21eda8bf439657991e8cd337b1,Paul Kibet Chebor,Yes,UDA,Rongai,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-kibet-chebor/
membership:178fd71949889fef5bc72ceb45d55cf068aa23f86fb311ddeb516084af530a5f,Peter Lochakapong,Yes,UDA,Sigor,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/peter-lochakapong/
membership:4fea4bb259380d2fbcb0e7c1977bf85e8f5c234d646d7685a69e19044e56c5c9,Rahab Mukami,Yes,UDA,—,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rahab-mukami-wachira/
membership:3e557ac6f50c2aafb2139e472e9cde39da3ebf66866aa955477716e94fa47851,Reuben Kiborek,Yes,UDA,Mogotio,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/reuben-kiborek/
membership:0e72fe50dd3800264dc515ac0c55db86baad169c351e209acc348065d1dfa685,Pukose Robert,Yes,UDA,Endebess,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/robert-pukose/
membership:114407d846953fc8a4b0b0bf520b6b78d529945833681e3579e44f983d320058,Rutto Julius Kipletting,Yes,UDA,Kesses,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rutto-julius-kipletting/
membership:16ebaf9f1b1eb4cfde6b03a673be06c5b22e57bd657d69ff48c4c84b76d8ff94,Samuel Kiprono Chepkonga,Yes,UDA,Ainabkoi,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/samuel-kiprono-chepkonga/
membership:c89677d290afa04b908b48119ea42409f4355339f7b37dcdace24a30b329cf4d,Silvanus Osoro,Yes,UDA,South Mugirango,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/silvanus-osoro-onyiego/
membership:24a500a77eb43fb520be8c02bbe48fce615a20e31e57a6ac124dc1e70b521060,Amina Udgoon Siyad Kuno,Yes,JP,—,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/siyad-udgoon-amina/
membership:b63de64300bf269c6ecddc1d155230217ca4f467e3d84e62c518e7db6ce32215,Sloya Clement Logova,Yes,UDA,Sabatia,Vihiga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/sloya-clement-logova/
membership:2b3006c32ff67cc3c4fcbff3d4d132df4d67bf4c8ac8bfeb9f85c01a69c054e2,Karani Stephen Wachira,Yes,UDA,Laikipia West,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/stephen-wachira-karani/
membership:a6d465d6d977771ffe43219548bd15659561f13dc8e89b5432b18ccc9fddd015,Suleka Hulbale Harun,Yes,UDM,—,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/suleka-hulbale-harun/
membership:0f5bcacb74cd77542947156db1130deea381fff2b796229bb5b86259ca9a5676,Wanjiku John Njuguna,Yes,UDA,Kiambaa,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/wanjiku-john-njuguna/
membership:931f783d018b1e586f80267198a94a1a3d5ee2bf8cdd7809fef37bcb6f2f08d5,Muhia Wanjiku,Yes,UDA,Kipipiri,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/wanjiku-muhia/
membership:ea4806bd520faac1fa37f40b36879037ec5c357e52c0ffec83516078e9cc8472,Kamket Kassait William,Yes,KANU,Tiaty,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kassait-william/
membership:450bc42b339ddfa142ffd10a5e3353323a49fac878799ef635493da17edc56b5,Abdikadir Hussein,No,ODM,Lagdera,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdikadir-hussein/
membership:3855c56f007bf56e0d3a863663d9d25f57cf47ec4ca5ef7bb431c2d1803cd153,Aden Mohammed,No,ODM,Wajir South,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adow-aden-mohammed/
membership:60fac3175c3ff2fd9d788fa1927a44b34b81a476b4640685c25c5740e1932acc,Anthony Tom Oluoch,No,ODM,Mathare,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/anthony-tom-oluoch/
membership:1e2f92f72a2a90e9b485ae5eb44310b7a4e9b767b52f59aedd8d18bc664b1025,Atandi Samuel Onunga,No,ODM,Alego Usonga,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/atandi-samuel-onunga/
membership:30f9d530afd9742b85786c36057c98926d1f85d7daf285115d6c20d591daa7a5,Omondi Caroli,No,ODM,Suba South,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/caroli-omondi/
membership:5fb9d7bc259a0794581d34cf1ce9b4c4677dd797804134ae70bff220276167fd,Farah Yussuf Mohamed,No,ODM,Wajir West,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/farah-yussuf-mohamed/
membership:3e57982c7ed78171b277d53b86d6b00d1ba3ff49aaf6ded171f90af738b98246,Kakuta Maimai,No,ODM,Kajiado East,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hamisi-kakuta/
membership:943ee3cc70ac05643177d10b9650a9b5590b0697fd354521632256a793d5ca74,Julius Lekakeny Sunkuli,No,KANU,Kilgoris,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/julius-lekakeny-sunkuli/
membership:debb5423e6c07d9a92a840a5027a4eda730786a3df067b91cd81b0f0409cfa2c,Barasa Patrick Simiyu,No,DAP-K,Cherangany,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/patrick-simiyu/
membership:486f3aef9415ade5bfb703241f8e173b0859dcf700a2ee34b99264d8b9a97926,Wilberforce Ojiambo Oundo,No,ODM,Funyula,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/oundo-wilberforce-ojiambo/
membership:423cd3937c11aa8b3f24900240de3d835380c853b696e7ff773dfb62490a19f3,Kuno Yakub Adow,No,UPIA,Bura,Tana River,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/yakub-adow/
